date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2025-01-31,#blockchain,158339,326405,0.07,Brazil
2024-11-24,#blockchain,48167,231108,-0.68,France
2024-12-14,#sustainability,156292,834393,0.99,India
2025-04-06,#aiart,163770,835470,0.81,Uk
2024-12-10,#deeplearning,60505,242969,0.62,Australia
2024-10-01,#aiart,165126,782587,0.73,Usa
2024-09-10,#deeplearning,1978,4867,-0.19,Nigeria
2024-08-17,#deeplearning,53618,161570,0.94,Mexico
2025-01-22,#ai,133683,227319,0.64,France
2024-12-20,#ai,14426,70417,0.22,Uk
2024-07-19,#aiart,93993,155124,0.04,Canada
2024-11-25,#aiart,123680,233640,0.59,Japan
2025-04-30,#machinelearning,57982,302754,-0.34,Turkey
2025-02-13,#ai,44147,230044,-0.34,India
2024-10-19,#machinelearning,93835,377595,0.54,India
2025-03-24,#aiart,116771,251270,0.4,Egypt
2024-06-02,#blockchain,67042,174252,-0.47,Italy
2024-11-03,#blockchain,86836,171068,-0.53,Egypt
2025-02-05,#machinelearning,187791,1123913,-0.97,Nigeria
2024-09-26,#ai,76451,210168,0.33,Italy
2025-02-14,#ai,180521,311369,-0.12,Mexico
2024-12-08,#blockchain,14518,52963,0.34,Indonesia
2025-01-30,#aiart,59567,195635,0.47,Usa
2024-08-13,#deeplearning,67056,343223,0.09,Mexico
2025-03-07,#deeplearning,2981,7628,-0.78,Egypt
2025-01-04,#sustainability,60866,106795,-0.58,Germany
2025-01-13,#machinelearning,99309,504077,-0.74,Spain
2024-08-11,#sustainability,110369,510232,0.24,Spain
2024-07-31,#ai,12693,49108,0.03,South Korea
2024-08-05,#machinelearning,168492,314279,0.31,France
2024-07-13,#ai,122477,441539,0.61,China
2024-12-20,#machinelearning,50737,264046,-0.69,Japan
2025-04-16,#ai,99279,406591,0.44,South Africa
2025-02-27,#machinelearning,56151,144881,-0.0,Turkey
2024-07-22,#aiart,126219,716832,-0.15,Mexico
2024-08-13,#machinelearning,14724,76743,-0.69,Mexico
2024-08-26,#deeplearning,5614,24541,0.27,Canada
2025-02-05,#machinelearning,98626,310636,-0.62,Canada
2024-07-08,#deeplearning,145940,371805,0.55,Canada
2024-08-22,#blockchain,21243,86609,0.06,South Korea
2025-02-07,#blockchain,41482,88934,0.26,Germany
2024-12-13,#aiart,9067,17193,-0.2,Nigeria
2025-05-18,#sustainability,41078,155934,-0.56,Germany
2024-10-21,#machinelearning,43938,138098,0.88,Australia
2024-09-06,#deeplearning,88310,397915,-0.88,Germany
2024-11-07,#aiart,154401,458290,0.48,Russia
2024-08-14,#deeplearning,136021,616181,-0.87,Japan
2025-04-03,#machinelearning,73005,381369,-0.57,Turkey
2024-06-16,#ai,44407,104555,0.97,France
2025-04-15,#deeplearning,191415,729777,0.59,Egypt
2024-10-05,#deeplearning,139959,493250,-0.4,Japan
2024-07-19,#machinelearning,195858,455014,0.78,India
2024-07-07,#deeplearning,182531,929558,0.52,South Korea
2024-11-22,#ai,179527,623274,0.9,Brazil
2025-04-17,#machinelearning,27732,139297,0.32,South Korea
2024-08-11,#blockchain,171759,995341,-0.46,Turkey
2024-06-30,#machinelearning,45808,259747,0.12,Turkey
2025-04-29,#sustainability,52390,90369,0.42,Russia
2024-09-11,#blockchain,82225,181860,0.29,Turkey
2024-06-07,#sustainability,20182,103531,0.97,Mexico
2025-01-13,#aiart,190389,928692,0.6,Australia
2025-02-12,#machinelearning,199552,315424,-0.82,India
2024-11-21,#machinelearning,2218,3517,0.51,Usa
2024-09-10,#blockchain,17211,84845,0.68,Usa
2025-01-15,#machinelearning,175913,1023099,-0.61,Russia
2024-06-01,#sustainability,22024,65039,0.73,Usa
2025-05-21,#aiart,99901,225157,-0.7,Italy
2024-06-24,#aiart,9638,35257,0.5,France
2025-02-08,#ai,38400,82654,-0.56,Uk
2025-05-23,#blockchain,33140,94302,-0.52,India
2025-01-04,#ai,186028,794305,-0.04,Nigeria
2024-09-30,#blockchain,60103,323222,0.5,Italy
2025-04-03,#deeplearning,185163,579886,0.37,Usa
2025-04-05,#aiart,107363,500106,-0.99,South Africa
2024-08-01,#machinelearning,15170,76453,0.41,Brazil
2024-09-02,#sustainability,93861,447103,0.88,Japan
2024-10-01,#deeplearning,162364,779807,-0.64,Japan
2025-01-12,#machinelearning,88757,427563,-0.68,Canada
2025-05-19,#aiart,50939,247076,-0.72,South Africa
2025-01-04,#deeplearning,108611,404247,0.12,Mexico
2024-12-09,#deeplearning,157971,247003,-0.81,China
2025-05-26,#aiart,169093,640149,-0.3,Italy
2024-07-04,#machinelearning,84280,340081,-0.5,Spain
2024-08-22,#machinelearning,57796,136870,-0.52,India
2024-11-03,#deeplearning,114291,367959,0.94,Spain
2024-11-30,#ai,47193,192135,0.54,Canada
2024-09-13,#deeplearning,125575,402134,-0.1,Brazil
2024-12-24,#aiart,39768,98096,-0.28,Turkey
2025-01-21,#blockchain,49275,132534,-0.02,Brazil
2025-01-20,#deeplearning,55324,253256,-0.59,Japan
2024-06-14,#machinelearning,14913,40668,0.72,Egypt
2025-03-08,#blockchain,46816,211977,-0.19,Russia
2024-10-27,#aiart,171266,312339,-0.41,Australia
2024-11-13,#blockchain,77970,244738,0.34,China
2025-03-26,#machinelearning,17433,49175,-0.68,Turkey
2024-11-07,#blockchain,55822,119323,0.71,South Africa
2024-09-04,#deeplearning,135968,461530,-0.61,Russia
2024-11-29,#sustainability,124116,241829,0.07,Italy
2024-09-20,#machinelearning,127932,441928,0.9,Usa
2024-09-06,#deeplearning,157265,549673,-0.67,Indonesia
2025-01-02,#blockchain,74946,134463,-0.29,South Africa
2024-06-29,#ai,100236,339688,0.56,Turkey
2024-06-14,#blockchain,166108,403469,0.02,Uk
2024-10-09,#sustainability,144099,830845,-0.89,Germany
2025-05-16,#blockchain,169100,488777,-0.86,China
2024-07-25,#deeplearning,38275,79991,0.47,Nigeria
2025-01-25,#deeplearning,189840,715823,0.32,Turkey
2024-11-23,#deeplearning,36783,101348,-0.5,Nigeria
2024-12-13,#blockchain,136553,730277,0.79,Nigeria
2024-09-18,#deeplearning,37758,136485,0.53,Italy
2025-01-15,#blockchain,34529,183862,0.27,South Africa
2025-04-08,#machinelearning,23462,56204,0.28,Brazil
2024-07-03,#sustainability,30010,54597,-0.48,Nigeria
2024-06-20,#machinelearning,13655,32054,-0.46,Usa
2025-05-11,#aiart,177585,959317,-0.7,Usa
2024-11-14,#ai,130863,557657,0.22,Italy
2025-02-01,#ai,116114,185093,-0.15,Japan
2025-05-09,#deeplearning,24138,42072,-0.76,India
2024-11-09,#deeplearning,37288,114199,-0.15,Germany
2024-11-21,#deeplearning,186707,696803,0.04,Usa
2025-03-04,#blockchain,126475,376952,0.07,Germany
2024-11-01,#deeplearning,187353,922231,-0.01,Egypt
2025-02-26,#deeplearning,58581,334686,0.59,France
2024-07-14,#ai,52697,126154,0.48,China
2024-07-31,#aiart,194006,871182,-0.56,India
2025-04-20,#deeplearning,64678,387766,0.35,Nigeria
2024-07-22,#machinelearning,127990,260888,-0.48,Brazil
2024-08-03,#sustainability,24033,95052,-0.29,Spain
2025-02-05,#sustainability,4392,24212,-0.81,Canada
2024-09-21,#machinelearning,87060,452169,-0.74,Canada
2024-07-11,#sustainability,82778,344043,-0.84,Egypt
2024-07-25,#sustainability,119230,399684,-0.05,Spain
2024-07-29,#ai,193183,774456,-0.51,Uk
2024-11-19,#blockchain,50656,300894,0.89,China
2024-12-10,#ai,163412,737909,-0.59,Usa
2024-06-21,#sustainability,44965,213902,-0.58,Usa
2025-03-06,#machinelearning,71146,402280,-0.27,Australia
2024-12-07,#blockchain,85909,364257,0.61,South Korea
2025-01-04,#deeplearning,16582,97741,0.76,Australia
2025-03-13,#blockchain,138450,703526,-0.07,Australia
2024-12-11,#deeplearning,187250,650163,0.14,Brazil
2025-04-23,#sustainability,83845,127123,0.07,Usa
2025-02-25,#blockchain,162155,255358,-0.13,Mexico
2024-07-23,#aiart,79424,188540,0.91,Mexico
2024-10-20,#machinelearning,106855,441077,0.77,South Africa
2024-11-15,#ai,131983,531418,-0.07,Uk
2025-01-08,#blockchain,147207,499069,-0.32,Brazil
2024-11-15,#ai,82982,476375,0.08,Canada
2025-02-25,#machinelearning,158930,498769,0.97,Usa
2024-08-19,#ai,147029,285713,0.69,Australia
2024-09-19,#machinelearning,50859,155377,0.19,Nigeria
2024-08-18,#sustainability,28898,145206,0.42,South Korea
2025-02-12,#deeplearning,39883,184015,0.36,Italy
2024-09-02,#sustainability,33390,195456,0.03,Usa
2025-01-25,#ai,127058,724569,0.41,Egypt
2025-01-06,#blockchain,83936,187120,-0.02,South Korea
2024-10-23,#sustainability,177418,498687,-0.82,Nigeria
2024-08-20,#deeplearning,84768,361122,-0.98,China
2024-07-12,#sustainability,188643,356283,0.13,Nigeria
2024-08-11,#blockchain,21725,83171,-0.75,Russia
2024-07-25,#ai,18953,53182,-0.77,China
2024-12-29,#aiart,104073,482454,0.13,Turkey
2025-01-25,#aiart,142660,585391,-0.6,India
2025-05-07,#deeplearning,185800,1109423,0.43,Nigeria
2024-08-09,#blockchain,158480,838282,0.08,Germany
2024-06-22,#sustainability,97509,572983,-0.51,Japan
2024-09-25,#deeplearning,178075,984799,0.76,Canada
2024-10-28,#deeplearning,182323,722973,-0.85,Italy
2025-02-02,#deeplearning,9720,35476,0.36,Usa
2024-09-03,#machinelearning,64399,192706,0.26,Japan
2025-03-26,#machinelearning,78481,328342,-0.46,Usa
2024-07-27,#aiart,105602,336483,0.05,South Africa
2025-03-08,#blockchain,1838,9290,-0.18,Mexico
2024-07-06,#aiart,32505,159262,0.65,Japan
2024-08-08,#ai,145979,711429,0.71,Australia
2024-12-07,#sustainability,90250,319751,0.16,Egypt
2024-06-22,#ai,98467,500237,-0.33,South Africa
2024-09-21,#ai,155235,896986,0.43,Brazil
2025-02-24,#machinelearning,49452,99724,0.71,Turkey
2024-06-02,#aiart,152651,833269,0.81,Italy
2024-08-30,#blockchain,161796,831684,0.24,Russia
2025-04-28,#deeplearning,45970,243005,-0.18,South Africa
2024-06-16,#deeplearning,137297,537842,-0.53,Italy
2024-07-24,#blockchain,185982,630069,0.63,Indonesia
2024-10-14,#blockchain,57711,302847,0.5,France
2024-08-07,#ai,129658,569484,0.93,Egypt
2025-01-12,#aiart,70846,182303,-0.13,Uk
2024-09-21,#blockchain,1296,3703,0.95,South Korea
2024-08-26,#deeplearning,64151,125369,0.51,Italy
2025-04-02,#machinelearning,113701,249936,-0.61,South Africa
2025-05-19,#ai,144247,678351,-0.3,Turkey
2025-04-22,#sustainability,21564,67374,0.56,Nigeria
2024-12-30,#sustainability,85206,165861,-0.85,Mexico
2025-03-07,#sustainability,41928,179589,-0.63,South Korea
2024-06-11,#deeplearning,24031,60942,-0.05,Brazil
2025-01-14,#sustainability,146589,411965,0.77,Canada
2024-11-19,#blockchain,130442,508433,0.12,Egypt
2024-09-16,#blockchain,117231,232501,-0.38,Uk
2025-02-20,#machinelearning,175655,444113,-0.32,Mexico
2024-07-10,#aiart,24080,77098,-0.66,Italy
2024-07-23,#sustainability,56185,126574,0.6,Japan
2025-04-12,#blockchain,120752,254986,-0.21,South Africa
2025-04-23,#machinelearning,147450,239528,0.33,India
2025-02-19,#ai,100482,464206,0.34,South Korea
2024-07-10,#ai,47826,216035,-0.45,Canada
2024-11-11,#machinelearning,57083,219205,-0.99,Mexico
2024-12-24,#aiart,27361,102059,0.23,France
2025-05-12,#ai,152597,776991,-0.07,Japan
2024-08-22,#ai,107205,602242,0.27,Japan
2024-10-26,#aiart,152968,570465,0.79,Turkey
2024-11-07,#sustainability,189478,1009214,0.49,China
2024-10-11,#deeplearning,116467,454163,-0.08,India
2024-12-16,#deeplearning,134740,252805,0.83,France
2025-01-17,#blockchain,187345,867663,0.49,Germany
2024-07-04,#machinelearning,37305,213423,-0.68,Indonesia
2025-03-30,#blockchain,20718,39838,0.08,Brazil
2024-06-26,#deeplearning,156711,445078,-0.58,Turkey
2024-08-01,#aiart,28635,47961,-0.41,Australia
2025-02-22,#ai,17595,56403,-0.76,Nigeria
2025-03-20,#deeplearning,76854,368813,0.78,France
2025-03-02,#deeplearning,91786,204108,0.26,South Africa
2025-03-24,#aiart,12237,35880,0.14,Russia
2024-08-29,#aiart,80910,228235,0.67,India
2024-11-28,#aiart,192626,748105,-0.03,South Africa
2025-04-24,#machinelearning,152868,804416,0.37,Mexico
2024-06-17,#machinelearning,105396,460363,-1.0,China
2024-10-11,#blockchain,147620,709451,0.4,India
2025-02-24,#deeplearning,76961,217770,-0.13,Canada
2025-04-07,#machinelearning,136910,472332,-0.32,South Africa
2024-10-03,#aiart,177221,1055973,-0.14,France
2024-12-05,#sustainability,136722,306632,-0.11,Japan
2024-06-12,#sustainability,24081,121963,0.03,Russia
2024-08-08,#blockchain,118465,337667,0.9,China
2025-05-12,#blockchain,10987,35369,-0.67,Japan
2024-12-14,#ai,126553,735191,-0.66,France
2024-10-28,#machinelearning,71871,330567,0.44,Japan
2024-09-15,#ai,8575,21348,-0.38,Australia
2024-08-24,#ai,84091,284670,0.15,Turkey
2024-12-04,#blockchain,170976,752475,0.48,Mexico
2025-04-19,#sustainability,131634,687643,0.93,South Korea
2025-02-12,#deeplearning,51012,107880,-0.05,Uk
2024-12-28,#sustainability,62378,308476,0.82,Turkey
2024-06-21,#ai,72443,258287,0.0,Brazil
2024-06-02,#ai,159937,585333,-0.08,France
2025-01-01,#deeplearning,128110,643535,-0.98,Nigeria
2024-06-14,#sustainability,167781,305949,-0.99,Canada
2024-12-23,#aiart,199093,1071154,0.86,Uk
2024-07-24,#aiart,92700,404098,-0.61,China
2024-12-07,#sustainability,195865,595042,0.42,France
2025-02-20,#sustainability,112979,664224,-0.6,Japan
2025-01-31,#ai,176118,813346,0.17,Uk
2024-11-17,#blockchain,9690,53905,-0.63,Indonesia
2025-02-21,#blockchain,168069,323231,-0.3,Egypt
2024-06-16,#sustainability,10646,26059,0.97,Japan
2024-09-18,#ai,185409,488720,-0.45,Indonesia
2024-08-19,#blockchain,153920,773104,0.82,Spain
2024-12-17,#deeplearning,124088,226861,-0.38,India
2024-08-30,#blockchain,52490,134977,-0.44,Uk
2024-11-06,#blockchain,166450,721979,0.59,Russia
2024-07-19,#blockchain,165173,902500,-0.15,Nigeria
2025-05-03,#machinelearning,27604,85075,-0.04,South Korea
2024-07-23,#deeplearning,94470,398173,0.57,India
2024-07-18,#sustainability,148207,816631,-0.87,Uk
2024-11-26,#machinelearning,78295,358637,0.3,Turkey
2024-05-30,#ai,27138,56319,-0.11,Italy
2025-01-11,#deeplearning,24805,98879,0.2,India
2025-05-11,#blockchain,28912,57179,-0.33,Brazil
2024-10-24,#machinelearning,5993,9940,0.83,Australia
2025-01-12,#sustainability,149084,456963,0.38,India
2024-06-10,#ai,168536,649862,-0.54,Spain
2024-08-14,#machinelearning,142502,700691,0.11,Spain
2024-08-06,#aiart,92107,546328,0.55,Indonesia
2024-10-08,#aiart,104517,226231,0.86,Nigeria
2024-06-11,#machinelearning,188831,629139,-0.5,South Africa
2025-04-06,#ai,50852,172721,0.76,Spain
2024-07-17,#blockchain,135823,480536,0.58,Turkey
2025-04-14,#sustainability,154191,517748,-0.69,Uk
2024-06-22,#blockchain,159528,497001,-0.39,Turkey
2024-09-19,#ai,4522,11633,0.82,South Korea
2025-01-19,#aiart,2153,11336,0.55,France
2024-10-14,#aiart,50816,217051,0.38,Brazil
2025-04-16,#sustainability,59059,312893,-0.29,India
2024-07-21,#blockchain,158281,506280,0.07,Turkey
2025-04-08,#sustainability,110529,251986,-0.42,Nigeria
2024-06-06,#blockchain,22961,99399,-0.49,Uk
2024-11-09,#sustainability,61046,279427,-0.19,Germany
2024-10-24,#aiart,13537,66254,-0.58,Indonesia
2025-02-23,#sustainability,113468,192538,0.84,Egypt
2024-06-10,#aiart,60073,92513,0.21,India
2025-01-27,#ai,47367,257000,-0.36,China
2024-12-16,#ai,120670,390531,-0.91,Nigeria
2024-11-06,#ai,68146,173087,0.48,Egypt
2024-11-06,#deeplearning,72402,370733,0.14,South Africa
2024-12-06,#aiart,176453,356877,0.44,Indonesia
2024-10-07,#blockchain,189190,393933,-0.81,Russia
2024-08-10,#machinelearning,115380,438554,0.14,Turkey
2025-01-05,#sustainability,184639,1026797,-0.91,Australia
2024-09-01,#blockchain,115874,524322,-0.52,Japan
2024-10-05,#aiart,10663,37815,-0.64,Usa
2024-12-08,#deeplearning,114823,448947,0.39,Turkey
2024-11-05,#deeplearning,166888,372515,0.88,Mexico
2024-07-03,#sustainability,95184,211944,0.53,Italy
2024-06-30,#blockchain,134092,500757,0.9,Australia
2024-06-20,#aiart,2814,10335,-0.35,Germany
2024-11-11,#ai,102601,168483,0.28,France
2025-01-15,#blockchain,154797,921691,0.85,Egypt
2025-05-09,#blockchain,149406,332837,0.02,Usa
2024-12-28,#machinelearning,139429,313921,-0.04,Italy
2024-12-06,#deeplearning,20453,76392,-0.52,Germany
2024-10-19,#sustainability,24046,60588,0.89,India
2025-03-11,#blockchain,38843,189445,-0.4,Australia
2024-08-03,#aiart,141922,632430,-0.66,France
2024-10-01,#deeplearning,175768,359310,0.86,Japan
2024-09-10,#deeplearning,104308,319445,0.34,Germany
2025-02-26,#blockchain,4012,6577,-0.06,India
2024-09-09,#deeplearning,164743,677146,0.3,Nigeria
2024-06-02,#sustainability,156017,770867,0.78,Turkey
2024-08-03,#machinelearning,113146,193358,-0.86,Spain
2025-03-23,#sustainability,163345,299690,-0.27,Usa
2025-05-23,#aiart,118558,621636,-0.04,France
2024-11-17,#machinelearning,104633,435250,0.09,Italy
2024-11-22,#deeplearning,23842,84170,-0.2,Uk
2024-11-24,#sustainability,16704,34612,-0.72,France
2025-04-13,#aiart,57213,214218,0.17,India
2025-03-17,#sustainability,172984,905035,0.82,Germany
2025-01-24,#ai,22251,96001,0.28,India
2025-04-13,#sustainability,146873,348882,-0.77,India
2025-05-04,#aiart,117433,396434,-0.11,Turkey
2024-09-25,#deeplearning,101375,544547,-0.63,Australia
2025-01-31,#machinelearning,69706,236685,-0.67,Usa
2024-09-01,#aiart,154913,563413,-0.68,Egypt
2025-01-24,#aiart,53367,310045,-0.73,Mexico
2025-05-11,#blockchain,8254,20157,0.28,France
2024-08-08,#blockchain,50450,131580,-0.11,Egypt
2025-02-07,#ai,101520,195469,0.64,Canada
2024-06-11,#deeplearning,131879,688879,0.23,Uk
2025-03-23,#ai,9246,16140,0.3,Mexico
2024-07-16,#deeplearning,131243,740188,0.06,Indonesia
2024-07-02,#ai,100550,546593,0.94,Canada
2024-07-31,#machinelearning,59114,348711,0.52,India
2024-11-01,#ai,96460,182572,-0.07,Mexico
2025-02-22,#machinelearning,10366,22552,0.08,Japan
2024-09-26,#sustainability,24120,138651,0.23,Germany
2024-08-31,#aiart,80410,301763,0.21,Turkey
2025-03-06,#deeplearning,74841,357676,-0.26,Canada
2024-06-14,#ai,9875,58549,0.22,Indonesia
2024-11-13,#sustainability,97428,461205,0.09,Germany
2024-12-14,#sustainability,40223,112708,-0.3,Spain
2025-03-19,#deeplearning,2072,11776,0.2,Germany
2024-09-10,#deeplearning,142630,299465,-0.22,France
2024-08-10,#blockchain,102036,413197,-0.44,Nigeria
2025-05-19,#deeplearning,54340,123443,-0.64,Spain
2024-11-06,#sustainability,193766,292795,-0.98,Usa
2024-10-10,#blockchain,101563,428816,-0.48,Australia
2025-01-25,#sustainability,114451,267796,-0.2,Australia
2024-07-08,#blockchain,195217,417545,0.19,Turkey
2025-04-15,#ai,48560,247877,0.34,Italy
2024-07-20,#machinelearning,82381,205964,-0.51,Brazil
2024-07-18,#ai,169629,622407,-0.06,China
2025-03-13,#deeplearning,119288,318988,-0.42,India
2025-05-04,#sustainability,157557,332662,0.0,Australia
2024-08-19,#machinelearning,18736,39347,-0.36,Usa
2025-03-07,#blockchain,128598,752655,0.51,Spain
2025-05-25,#aiart,90316,156941,0.87,India
2025-04-19,#machinelearning,149880,586616,0.96,Turkey
2024-09-28,#deeplearning,160924,317553,-0.86,Mexico
2025-03-12,#sustainability,20081,104474,-0.27,South Africa
2024-06-24,#ai,1617,9343,-0.99,Japan
2024-12-08,#deeplearning,159606,699017,0.78,Nigeria
2025-05-11,#ai,28660,120547,-0.56,Spain
2024-12-15,#blockchain,161223,307735,-0.27,Japan
2025-05-12,#ai,22783,91064,0.97,Mexico
2025-05-01,#machinelearning,62568,373158,-0.83,South Korea
2025-05-06,#sustainability,107172,422839,0.28,Turkey
2024-07-03,#aiart,173831,443576,-0.48,Turkey
2025-03-26,#sustainability,47951,154979,0.91,Russia
2025-04-24,#deeplearning,31897,50419,0.52,Australia
2024-09-09,#deeplearning,117099,192214,0.7,Mexico
2025-01-19,#deeplearning,133281,560142,0.23,Italy
2024-10-08,#aiart,199001,1018524,-0.51,Indonesia
2024-09-21,#deeplearning,84918,252083,-0.36,India
2025-01-22,#sustainability,185231,915135,-0.4,Mexico
2024-12-09,#deeplearning,170709,831086,0.14,Uk
2025-01-05,#machinelearning,3103,9634,0.48,Uk
2024-06-05,#aiart,37728,170307,-0.6,Australia
2025-02-19,#deeplearning,101882,320415,-0.09,Usa
2025-02-04,#machinelearning,187039,441616,-0.66,China
2024-08-31,#aiart,5297,26955,-0.21,Brazil
2025-03-10,#deeplearning,94599,280128,0.73,Nigeria
2024-07-17,#blockchain,45070,111932,0.12,Russia
2025-03-23,#sustainability,55345,155659,0.54,South Africa
2025-01-14,#sustainability,32654,192930,0.41,South Korea
2024-09-04,#machinelearning,158356,530816,0.21,India
2025-02-28,#aiart,32245,163180,0.83,Canada
2024-06-13,#deeplearning,91242,344607,0.14,Japan
2025-05-17,#blockchain,28587,77587,-0.27,Uk
2024-09-07,#blockchain,197079,629915,0.55,South Korea
2024-06-27,#deeplearning,35629,204638,-0.55,Egypt
2024-07-31,#ai,124075,259378,0.19,Italy
2024-11-06,#deeplearning,36957,187925,0.93,Australia
2024-11-14,#sustainability,101724,311884,-0.26,Japan
2025-05-07,#sustainability,173351,919219,0.77,Usa
2024-07-06,#sustainability,144755,805420,0.96,Brazil
2024-08-24,#blockchain,133288,523539,0.15,France
2025-03-29,#ai,40201,192969,-1.0,India
2025-04-13,#deeplearning,145714,770347,0.54,South Africa
2024-10-27,#sustainability,63569,332569,0.15,Brazil
2025-04-05,#deeplearning,136266,518810,0.28,Canada
2024-06-22,#blockchain,191692,378770,-0.33,Australia
2024-07-24,#ai,55483,233218,0.13,South Africa
2025-01-28,#ai,56641,124628,-0.7,Italy
2024-10-18,#deeplearning,12659,26267,-0.71,Egypt
2025-05-17,#machinelearning,169424,417399,0.88,Australia
2024-11-17,#aiart,19951,88799,0.37,Uk
2024-06-08,#machinelearning,199667,845526,-0.56,India
2025-01-13,#machinelearning,184122,410530,0.76,Russia
2024-06-03,#sustainability,12822,67096,0.55,China
2024-10-17,#sustainability,178471,647292,-0.32,Turkey
2024-08-18,#machinelearning,50140,244364,-0.0,Nigeria
2025-02-01,#aiart,109367,449551,0.68,Mexico
2024-11-09,#blockchain,179329,906904,0.1,Egypt
2024-06-12,#sustainability,110437,204399,0.82,Uk
2024-12-16,#aiart,72041,163163,-0.17,Mexico
2024-12-27,#blockchain,197706,669972,-0.85,Germany
2024-07-27,#sustainability,93276,372541,0.52,Indonesia
2024-06-21,#deeplearning,105046,327856,0.6,Brazil
2025-04-16,#aiart,198363,905845,-0.42,Nigeria
2024-10-28,#aiart,184503,904711,-0.12,Mexico
2024-09-23,#blockchain,96432,275716,0.41,Russia
2025-03-20,#sustainability,66073,247228,0.6,Germany
2024-10-14,#ai,95612,156149,0.31,India
2025-04-19,#machinelearning,131331,536109,0.71,Japan
2024-06-04,#deeplearning,75659,397652,-0.84,Turkey
2025-02-09,#deeplearning,115713,230586,-0.55,Brazil
2024-11-02,#ai,188042,843719,-0.8,Germany
2025-05-25,#machinelearning,166275,311252,0.98,France
2025-03-14,#machinelearning,39296,210848,-0.22,India
2024-07-29,#machinelearning,21185,41085,0.17,Russia
2024-06-24,#deeplearning,56135,269562,0.88,Spain
2024-11-14,#blockchain,128057,535997,0.46,Nigeria
2025-05-19,#ai,176470,784196,0.96,Indonesia
2024-08-11,#machinelearning,76228,135864,0.96,Russia
2024-12-19,#aiart,183211,725542,0.1,Russia
2025-03-21,#ai,108617,637376,0.91,Spain
2024-10-24,#sustainability,8266,23883,0.85,Nigeria
2024-10-17,#blockchain,119019,202154,-0.28,Egypt
2025-01-10,#aiart,22668,52319,-0.49,South Korea
2025-02-27,#sustainability,130234,326983,0.08,Italy
2025-05-07,#machinelearning,27143,64766,-0.26,Brazil
2025-03-10,#blockchain,86477,234552,-0.41,Turkey
2025-01-26,#deeplearning,71741,273831,-0.87,South Africa
2025-04-06,#machinelearning,128993,324037,0.17,South Korea
2024-12-08,#machinelearning,173523,1012128,0.87,Mexico
2024-11-06,#sustainability,4728,23546,0.81,Egypt
2025-01-05,#deeplearning,91983,476509,-0.82,Uk
2024-11-04,#ai,183429,381608,0.28,South Korea
2024-10-14,#sustainability,13718,48032,-0.32,Egypt
2025-04-29,#ai,175641,508977,-0.16,South Korea
2024-12-14,#blockchain,123397,226399,0.08,Uk
2025-04-14,#aiart,125981,550244,-0.88,Nigeria
2024-12-21,#deeplearning,102133,167853,0.73,Russia
2024-11-02,#machinelearning,133495,598086,-0.11,Australia
2025-01-19,#sustainability,56751,189973,-0.79,Russia
2025-01-14,#ai,68087,209012,-0.59,Egypt
2024-12-13,#ai,95375,443977,0.27,Japan
2024-12-02,#sustainability,26479,125290,0.75,Egypt
2024-06-17,#ai,112860,538360,0.65,South Africa
2025-05-08,#aiart,192179,1147672,0.66,Mexico
2024-07-05,#aiart,79236,464308,0.32,South Korea
2024-08-17,#deeplearning,113290,324023,0.12,China
2024-10-16,#blockchain,35399,56705,-0.44,Mexico
2025-04-24,#sustainability,122733,562368,0.99,Japan
2024-10-02,#blockchain,25936,105418,0.44,Egypt
2024-10-05,#sustainability,186573,437706,-0.0,Russia
2025-03-17,#deeplearning,25719,71931,0.75,Indonesia
2024-06-11,#sustainability,152020,469882,-0.43,China
2024-11-08,#ai,109280,224875,-0.19,Turkey
2024-08-07,#ai,63468,166479,-0.22,India
2025-02-13,#ai,6728,15614,0.62,Japan
2024-08-09,#aiart,31133,49370,0.46,China
2025-03-21,#deeplearning,90706,433985,-0.29,Nigeria
2024-06-18,#blockchain,61671,143345,0.19,Germany
2024-11-17,#blockchain,51472,132908,0.85,China
2024-08-17,#blockchain,58280,280762,0.09,South Korea
2024-09-16,#machinelearning,11557,44499,-0.24,France
2024-09-23,#blockchain,107773,634349,-0.48,Japan
2025-01-14,#sustainability,70051,291850,-0.91,France
2024-12-18,#machinelearning,87073,132802,0.72,Turkey
2024-10-10,#sustainability,83335,305106,-0.7,China
2025-04-21,#machinelearning,73047,278876,0.38,Usa
2024-11-06,#sustainability,9365,15231,-0.98,Mexico
2024-09-01,#aiart,146293,588578,0.96,Japan
2025-03-11,#deeplearning,190924,830388,-0.19,Brazil
2024-12-03,#sustainability,166224,772516,-0.59,Turkey
2024-12-22,#sustainability,88690,305627,-0.68,Russia
2024-11-19,#sustainability,111433,473300,0.03,Nigeria
2025-05-25,#ai,5446,12752,-0.73,China
2024-10-10,#machinelearning,183049,380343,0.08,Turkey
2025-01-08,#deeplearning,58754,104701,0.7,France
2024-11-10,#deeplearning,113524,673567,-0.18,Uk
2024-11-09,#deeplearning,117986,556922,-0.79,Japan
2025-02-19,#sustainability,38425,104015,0.55,Turkey
2025-02-06,#blockchain,45327,116263,0.1,Egypt
2024-06-16,#ai,175845,988073,0.63,Japan
2025-02-01,#blockchain,183237,482919,-0.15,France
2024-12-30,#machinelearning,189030,542234,-0.3,Russia
