Post_Date,Hashtag,Likes,Views,Shares
2022-05-13,#comedy,653416,7439230,113835
2022-05-13,#dance,613721,7016010,44508
2022-05-13,#education,248208,5481011,117261
2022-05-13,#gaming,338938,4085716,99638
2022-05-13,#music,215327,4747943,30817
2022-05-13,#viral,497735,2830110,102486
2022-05-14,#challenge,118437,1137375,23946
2022-05-14,#comedy,314219,2173124,67271
2022-05-14,#education,349977,1307144,40540
2022-05-14,#fitness,763469,6790451,19378
2022-05-15,#challenge,35680,1482758,95504
2022-05-15,#dance,159466,4445772,75212
2022-05-15,#fashion,288044,4450867,68728
2022-05-15,#fitness,610436,4676330,132053
2022-05-15,#music,391629,4782032,93730
2022-05-15,#tech,382459,2678935,82117
2022-05-16,#comedy,44643,1423060,79715
2022-05-16,#dance,50577,485214,92342
2022-05-16,#gaming,127508,4086861,32493
2022-05-16,#music,674873,5024677,134687
2022-05-17,#dance,428951,4300552,18627
2022-05-17,#education,417158,946340,91240
2022-05-17,#fashion,34382,3609099,13782
2022-05-17,#fitness,492945,7225557,66376
2022-05-17,#tech,948398,8318977,119908
2022-05-18,#education,241244,1402998,56779
2022-05-18,#fashion,385755,4655212,97339
2022-05-18,#tech,218906,1720905,90499
2022-05-18,#viral,481273,2043510,53976
2022-05-19,#fashion,757201,9493545,100206
2022-05-19,#fitness,274686,4546322,66066
2022-05-20,#comedy,307679,3053697,89535
2022-05-20,#education,792764,12459078,153914
2022-05-20,#fashion,44802,811936,35448
2022-05-20,#fitness,146980,2986160,99759
2022-05-20,#gaming,210793,1365873,21826
2022-05-20,#music,216428,3591834,98920
2022-05-20,#tech,236715,3128886,87802
2022-05-20,#viral,131700,4005023,58431
2022-05-21,#comedy,324998,2605588,11214
2022-05-21,#education,388747,1015391,2397
2022-05-21,#fitness,290804,1945496,36541
2022-05-21,#gaming,1200120,13488778,347216
2022-05-21,#music,738722,6324800,167507
2022-05-22,#challenge,164716,804183,88378
2022-05-22,#comedy,157911,977370,30071
2022-05-22,#dance,121374,3358828,48219
2022-05-22,#fitness,538324,2573454,72037
2022-05-22,#gaming,266995,1297808,73819
2022-05-22,#tech,766218,6475413,134014
2022-05-23,#challenge,273643,4621169,43438
2022-05-23,#comedy,436030,97074,82440
2022-05-23,#dance,716903,5403037,91394
2022-05-23,#fashion,96300,1409550,41309
2022-05-23,#viral,364531,354702,95192
2022-05-24,#comedy,221429,4868393,60644
2022-05-24,#fashion,50282,1677563,14469
2022-05-24,#fitness,447547,4155659,81762
2022-05-25,#comedy,874849,6538315,134730
2022-05-25,#dance,783526,2097954,117441
2022-05-25,#education,77073,3177671,55792
2022-05-25,#fitness,126559,1215829,125076
2022-05-25,#gaming,375087,3007888,4908
2022-05-25,#music,646135,3607105,69199
2022-05-25,#tech,1075937,6481327,68901
2022-05-26,#challenge,133861,902552,42619
2022-05-26,#education,342320,3631559,77277
2022-05-27,#comedy,699513,7512200,205259
2022-05-27,#fashion,12146,2843559,35655
2022-05-27,#music,134074,207495,74441
2022-05-27,#tech,850957,2481176,74752
2022-05-28,#dance,357249,4841341,91745
2022-05-28,#fitness,504928,11867554,280213
2022-05-28,#gaming,495368,503394,92691
2022-05-29,#challenge,188887,6513668,110608
2022-05-29,#comedy,69446,128846,99612
2022-05-29,#gaming,421090,2320024,52823
2022-05-30,#challenge,90911,2243196,32317
2022-05-30,#comedy,399653,4561119,119450
2022-05-30,#dance,170389,3359348,26371
2022-05-30,#education,258225,1616973,21629
2022-05-30,#gaming,99877,1915575,37503
2022-05-30,#tech,219881,2651800,16104
2022-05-31,#challenge,381334,735519,90166
2022-05-31,#comedy,227708,4801245,114493
2022-05-31,#fashion,395477,3756791,91553
2022-05-31,#music,486380,2605982,108448
2022-05-31,#tech,461087,2188892,83275
2022-05-31,#viral,404600,306511,32664
2022-06-01,#challenge,331829,4050217,65620
2022-06-01,#education,419656,4355093,83750
2022-06-01,#gaming,427690,4970299,66709
2022-06-01,#music,182607,3218850,48640
2022-06-01,#tech,945913,9483773,173389
2022-06-01,#viral,65259,2020909,90445
2022-06-02,#challenge,439703,2814418,169437
2022-06-02,#comedy,201005,4485225,32520
2022-06-02,#dance,1043547,2917147,100483
2022-06-02,#fashion,545655,3681372,130450
2022-06-02,#gaming,452435,6424298,81982
2022-06-03,#dance,574567,6371197,140199
2022-06-03,#education,475754,1877929,8335
2022-06-03,#fashion,286055,1550135,58240
2022-06-03,#fitness,61620,172032,79754
2022-06-03,#gaming,370672,1173472,58476
2022-06-03,#viral,321584,4481616,22363
2022-06-04,#comedy,576784,9855733,133036
2022-06-04,#dance,304266,6937371,90880
2022-06-04,#fashion,88443,1605981,19996
2022-06-04,#fitness,359259,3676339,62782
2022-06-04,#music,603758,6815988,141276
2022-06-04,#tech,290514,3658771,58998
2022-06-04,#viral,313918,4298093,75168
2022-06-05,#challenge,168189,180597,47117
2022-06-05,#comedy,196925,3032324,141065
2022-06-05,#dance,599738,3225960,151784
2022-06-05,#fashion,5327,3950220,35256
2022-06-05,#fitness,108813,1143058,83246
2022-06-05,#gaming,398969,3252632,85010
2022-06-05,#tech,190921,2082007,58478
2022-06-05,#viral,295952,4743356,77148
2022-06-06,#challenge,238512,281292,36261
2022-06-06,#dance,683583,4702422,153062
2022-06-06,#education,279809,97529,38158
2022-06-06,#fashion,341057,2661370,24053
2022-06-06,#music,248598,6544534,118456
2022-06-06,#tech,533448,3284247,100984
2022-06-07,#challenge,337038,2276898,56049
2022-06-07,#fashion,1107722,10478367,155670
2022-06-07,#music,185167,2882534,90764
2022-06-07,#viral,416515,3905473,20273
2022-06-08,#challenge,660094,7416498,101467
2022-06-08,#education,521969,7308818,128967
2022-06-08,#gaming,407373,3589308,70852
2022-06-08,#music,359660,4826724,68209
2022-06-08,#tech,263811,3628910,70589
2022-06-09,#comedy,84121,627233,97973
2022-06-09,#dance,103365,1926503,58675
2022-06-09,#education,216531,273295,53482
2022-06-09,#music,700668,501219,124176
2022-06-09,#tech,751346,6810627,51755
2022-06-10,#challenge,385121,4526923,56516
2022-06-10,#comedy,490924,3605145,80578
2022-06-10,#fashion,514748,11587167,194901
2022-06-10,#fitness,292555,1529342,76539
2022-06-10,#gaming,338512,2931391,25132
2022-06-10,#viral,433863,4624315,96742
2022-06-11,#dance,301010,2085790,93981
2022-06-11,#education,237962,4010899,78747
2022-06-11,#fitness,206084,3493327,162
2022-06-11,#gaming,344593,3894059,93343
2022-06-11,#music,896567,8267357,53508
2022-06-12,#dance,459722,4637501,178663
2022-06-12,#fashion,32401,2004080,75229
2022-06-12,#fitness,320148,2227085,102712
2022-06-12,#music,747597,11657268,172750
2022-06-12,#viral,230408,4221571,7039
2022-06-13,#comedy,473809,5212167,76965
2022-06-13,#education,120768,4022893,54001
2022-06-13,#fashion,284958,935217,36811
2022-06-13,#fitness,804,3386425,77479
2022-06-13,#music,59766,2750317,75524
2022-06-13,#tech,405408,731918,33684
2022-06-14,#challenge,363556,6534209,101612
2022-06-14,#comedy,179509,529799,25670
2022-06-14,#education,441559,3129144,43630
2022-06-14,#music,474624,664216,86948
2022-06-15,#challenge,65840,3678968,37210
2022-06-15,#comedy,329756,4358378,47703
2022-06-15,#dance,329454,2785587,68787
2022-06-15,#fitness,294546,22280,89803
2022-06-15,#viral,346705,1030046,140305
2022-06-16,#comedy,191272,3050658,53935
2022-06-16,#dance,314092,1972213,79807
2022-06-16,#education,439074,4729950,38947
2022-06-16,#fashion,9304,1952016,91696
2022-06-16,#tech,481882,324152,93067
2022-06-17,#dance,478099,648171,45995
2022-06-17,#education,275061,3980555,89641
2022-06-17,#music,195676,2714339,96044
2022-06-17,#viral,291820,326305,8695
2022-06-18,#education,725261,8659064,106175
2022-06-18,#fitness,170278,4741739,66069
2022-06-18,#gaming,862530,8343826,69338
2022-06-19,#music,390643,4327143,65125
2022-06-20,#challenge,409229,1687923,27714
2022-06-20,#comedy,88660,3491749,76249
2022-06-20,#education,369132,4755630,72628
2022-06-20,#fashion,139816,1749243,95490
2022-06-20,#fitness,842949,8091005,182893
2022-06-20,#tech,119815,1622096,41769
2022-06-20,#viral,139678,4338397,73551
2022-06-21,#comedy,733006,1638617,35128
2022-06-21,#fitness,449367,4353788,119748
2022-06-21,#tech,185270,4002361,4346
2022-06-22,#comedy,474611,3926645,34435
2022-06-22,#fashion,28171,2231843,73427
2022-06-22,#fitness,320146,858769,65277
2022-06-22,#gaming,80323,1976709,48505
2022-06-22,#tech,696775,2946386,87954
2022-06-22,#viral,329023,4834827,39984
2022-06-23,#challenge,393831,4476612,51315
2022-06-23,#comedy,18668,1429838,2497
2022-06-23,#fitness,510722,8838232,76747
2022-06-23,#gaming,2798,1572385,3479
2022-06-23,#tech,222460,502571,43807
2022-06-23,#viral,349917,556692,96965
2022-06-24,#challenge,81091,884647,51842
2022-06-24,#comedy,134680,4854685,43340
2022-06-24,#education,376170,2716465,83061
2022-06-24,#fashion,772609,3320474,286732
2022-06-24,#gaming,98332,1646518,62494
2022-06-24,#tech,290505,1064061,80733
2022-06-25,#challenge,189560,1769189,31847
2022-06-25,#comedy,320043,2452099,91765
2022-06-25,#dance,929439,5955977,154639
2022-06-25,#education,733825,6600717,41148
2022-06-25,#fashion,195333,2647569,41306
2022-06-25,#fitness,37622,4489295,68224
2022-06-25,#music,242655,4119667,41085
2022-06-26,#comedy,605411,5098044,175957
2022-06-26,#fashion,399795,2714135,74842
2022-06-26,#fitness,581438,10408627,140110
2022-06-26,#gaming,318280,4906236,73843
2022-06-26,#music,654682,5446626,43011
2022-06-26,#tech,258038,4217172,5572
2022-06-27,#dance,187199,2321786,28150
2022-06-27,#education,484941,112559,20456
2022-06-27,#fitness,101243,3726359,10095
2022-06-27,#tech,262765,880025,56763
2022-06-28,#comedy,174304,3464426,3700
2022-06-28,#education,351653,4259963,140676
2022-06-28,#fashion,99498,4921777,92717
2022-06-28,#fitness,260423,4542259,7198
2022-06-28,#gaming,423374,1595215,28961
2022-06-28,#music,173842,2679420,80871
2022-06-28,#tech,609539,6900402,60903
2022-06-29,#challenge,491245,2793590,97189
2022-06-29,#dance,979088,4684207,107564
2022-06-29,#education,553626,4409153,104901
2022-06-29,#tech,174419,2302608,24390
2022-06-30,#challenge,34126,2824818,53516
2022-06-30,#dance,38620,3239323,936
2022-06-30,#fitness,783068,5817736,98806
2022-06-30,#tech,469184,9113872,136806
2022-06-30,#viral,364221,517316,48454
2022-07-01,#challenge,300720,1358058,59766
2022-07-01,#comedy,493538,286519,16285
2022-07-01,#dance,411866,4322782,114390
2022-07-01,#education,274903,4306085,59924
2022-07-01,#fitness,406861,762333,79834
2022-07-01,#gaming,231984,842705,87290
2022-07-01,#tech,751628,6532002,251742
2022-07-01,#viral,384860,3031527,45831
2022-07-02,#tech,37438,3437467,49845
2022-07-03,#comedy,149819,83320,3019
2022-07-03,#education,384762,5956273,29793
2022-07-03,#fitness,97171,2274614,35263
2022-07-03,#gaming,455793,513332,97926
2022-07-03,#tech,499745,309064,31698
2022-07-03,#viral,223271,4534038,230249
2022-07-04,#education,3548,3510131,81158
2022-07-04,#gaming,600246,2180941,157044
2022-07-05,#comedy,313992,4293616,9138
2022-07-05,#education,378368,407083,12296
2022-07-05,#fitness,492933,4615888,28444
2022-07-05,#viral,789459,6206357,148161
2022-07-06,#challenge,477638,3734090,19503
2022-07-06,#comedy,360339,4337899,90144
2022-07-06,#music,301741,7276822,87845
2022-07-07,#comedy,352831,3011539,16037
2022-07-07,#dance,165615,4082125,21803
2022-07-07,#music,166976,5519334,79236
2022-07-07,#viral,446331,1489456,87557
2022-07-08,#comedy,703779,9944112,206990
2022-07-08,#gaming,285795,9905080,82865
2022-07-08,#music,153529,2302342,52488
2022-07-09,#challenge,573457,11655940,158121
2022-07-09,#dance,471112,8323405,139256
2022-07-09,#education,339285,1171718,76401
2022-07-09,#music,762967,8261325,173799
2022-07-09,#tech,251440,234535,28477
2022-07-09,#viral,718174,4828867,171021
2022-07-10,#challenge,440513,2069092,93023
2022-07-10,#comedy,442099,3993842,38871
2022-07-10,#education,30778,1618622,25340
2022-07-10,#fashion,634725,6793575,43321
2022-07-10,#fitness,1008604,11514776,122746
2022-07-10,#music,458647,1059321,29080
2022-07-10,#tech,413842,3651573,15494
2022-07-10,#viral,336590,1224749,37876
2022-07-11,#challenge,694707,7284741,132568
2022-07-11,#education,491091,3626197,95118
2022-07-11,#music,360231,4125312,50867
2022-07-11,#tech,135773,715400,17076
2022-07-12,#challenge,397972,3405967,27387
2022-07-12,#comedy,400151,1577238,87336
2022-07-12,#education,45882,474838,60806
2022-07-12,#fashion,277785,3039727,48795
2022-07-12,#fitness,257880,7982864,117994
2022-07-12,#music,225017,2100416,46803
2022-07-13,#comedy,458079,1724155,9417
2022-07-13,#dance,297140,3230389,22102
2022-07-13,#fashion,61466,2252593,13181
2022-07-13,#fitness,104267,4607563,40838
2022-07-13,#gaming,89109,3284516,91336
2022-07-13,#music,647540,3335144,138881
2022-07-13,#tech,1412510,8112440,43596
2022-07-13,#viral,304261,8317833,114015
2022-07-14,#challenge,65555,4700334,32126
2022-07-14,#dance,742947,6420890,35806
2022-07-14,#fashion,532732,3998729,133539
2022-07-14,#fitness,525148,8041842,67600
2022-07-14,#viral,229413,1102775,30991
2022-07-15,#fitness,425076,3000680,88638
2022-07-15,#gaming,41122,3283134,8713
2022-07-15,#music,234407,2618635,36601
2022-07-15,#tech,396928,3739783,68830
2022-07-16,#challenge,99211,2902262,30845
2022-07-16,#comedy,404958,4827016,45968
2022-07-16,#dance,213240,1190740,94333
2022-07-16,#education,212933,2564431,139692
2022-07-16,#fashion,140839,1775119,55814
2022-07-16,#gaming,557335,7398388,56115
2022-07-16,#music,166023,473800,16059
2022-07-16,#viral,621368,9643164,165360
2022-07-17,#challenge,50348,3922748,92144
2022-07-17,#dance,604043,5886384,162562
2022-07-17,#education,364748,1599554,16705
2022-07-17,#fashion,551861,4874307,106055
2022-07-17,#fitness,409948,1162556,70388
2022-07-17,#gaming,311741,1815108,16886
2022-07-18,#dance,277831,2122512,95870
2022-07-18,#music,641568,5549246,97523
2022-07-18,#tech,468653,1785067,40159
2022-07-19,#comedy,156942,952111,6001
2022-07-19,#education,600639,5907488,45410
2022-07-19,#music,223830,3685844,55996
2022-07-19,#tech,10981,2876540,63070
2022-07-19,#viral,326090,655655,52180
2022-07-20,#challenge,67913,2764814,48844
2022-07-20,#comedy,245250,790471,99730
2022-07-20,#education,613014,2770911,66060
2022-07-20,#fitness,186013,2781286,98891
2022-07-20,#music,113693,1019654,84132
2022-07-21,#challenge,320457,3655039,90568
2022-07-21,#education,97707,136335,63913
2022-07-21,#fashion,1200724,9018818,248081
2022-07-21,#fitness,111830,1844185,35146
2022-07-21,#tech,776799,4824147,144381
2022-07-21,#viral,370531,2416729,45676
2022-07-22,#challenge,331423,54853,63763
2022-07-22,#education,78102,2181994,72816
2022-07-22,#fashion,928150,5963803,107090
2022-07-22,#music,8830,1552233,83151
2022-07-22,#viral,352538,3311289,55203
2022-07-23,#challenge,220260,1235026,76228
2022-07-23,#education,359024,851907,69682
2022-07-23,#fashion,837262,4573272,29094
2022-07-24,#dance,82773,3684565,32745
2022-07-24,#education,104981,3689048,20957
2022-07-24,#fitness,180754,3629617,9532
2022-07-24,#gaming,403450,3576712,97590
2022-07-24,#tech,337967,3857226,30773
2022-07-25,#challenge,735459,5913624,89855
2022-07-25,#education,381232,2711032,138226
2022-07-25,#fitness,336333,2023201,92713
2022-07-25,#music,23357,754022,98150
2022-07-25,#tech,391873,6394691,128033
2022-07-25,#viral,157677,3544239,52712
2022-07-26,#comedy,461297,4690084,95691
2022-07-26,#dance,386316,1715056,69991
2022-07-26,#education,502176,2731240,59431
2022-07-26,#gaming,56569,400424,59897
2022-07-27,#comedy,439146,4713381,82572
2022-07-27,#gaming,432741,3701648,44948
2022-07-27,#tech,827095,11966396,123149
2022-07-28,#comedy,808355,6090488,102738
2022-07-28,#education,756060,7936130,136047
2022-07-28,#music,93029,2759237,82359
2022-07-28,#viral,729677,6394237,98075
2022-07-29,#education,485592,1690683,49331
2022-07-29,#fitness,356630,4003396,52250
2022-07-29,#music,16509,3868115,41258
2022-07-30,#comedy,22341,4927173,38730
2022-07-30,#education,13285,1066075,75433
2022-07-30,#fashion,304813,4855651,25847
2022-07-30,#gaming,230844,2956646,11370
2022-07-30,#music,337203,713028,25042
2022-07-30,#viral,420532,4761100,115442
2022-07-31,#challenge,417046,5789365,83098
2022-07-31,#comedy,523015,3728522,184818
2022-07-31,#education,285470,8162,60984
2022-07-31,#fashion,155660,2888639,55476
2022-07-31,#gaming,424575,3399161,33841
2022-08-01,#comedy,210894,1621403,49146
2022-08-01,#dance,420882,296962,50231
2022-08-01,#fashion,428206,2975538,273
2022-08-01,#fitness,341639,1910857,81369
2022-08-01,#music,226807,4638513,91716
2022-08-02,#comedy,300350,4565789,4163
2022-08-02,#education,56857,295569,20351
2022-08-02,#fitness,476172,6157176,80103
2022-08-02,#music,71210,3390579,57247
2022-08-03,#challenge,444847,2391980,46095
2022-08-03,#comedy,312885,2685008,79634
2022-08-03,#dance,199325,4027776,98891
2022-08-03,#education,260597,2813260,64519
2022-08-03,#fashion,233439,4298867,92096
2022-08-03,#fitness,196516,1976436,93950
2022-08-03,#gaming,354635,3960029,133956
2022-08-04,#comedy,53228,4751448,671
2022-08-04,#dance,705102,5197489,100070
2022-08-04,#education,822357,7781725,104330
2022-08-04,#gaming,737051,6302862,69561
2022-08-04,#music,86352,1939317,51733
2022-08-04,#tech,424691,724706,59898
2022-08-04,#viral,4215,1693404,40958
2022-08-05,#fashion,37902,166014,32004
2022-08-05,#fitness,380894,2730742,97358
2022-08-05,#gaming,514701,3761816,120285
2022-08-05,#music,366390,1877694,11868
2022-08-05,#tech,413255,3490352,51747
2022-08-06,#comedy,451179,1975939,64867
2022-08-06,#dance,985849,5410296,161173
2022-08-06,#education,395039,4716339,85360
2022-08-06,#music,655809,10398268,121483
2022-08-06,#viral,411554,5647629,86760
2022-08-07,#education,222216,784735,18478
2022-08-07,#fitness,289436,4088577,90355
2022-08-07,#gaming,70605,3317315,61789
2022-08-07,#tech,206742,3201447,110411
2022-08-08,#challenge,160629,3592674,8445
2022-08-08,#education,640026,6083927,135903
2022-08-08,#gaming,96271,4772651,28894
2022-08-09,#challenge,609093,4766440,131340
2022-08-09,#comedy,81866,70463,70328
2022-08-09,#dance,550058,2375582,90735
2022-08-09,#fashion,1158407,9487547,97323
2022-08-09,#gaming,483370,10012508,138778
2022-08-09,#tech,775457,5669170,91913
2022-08-10,#comedy,232341,3240506,34519
2022-08-10,#education,194866,5589634,97145
2022-08-10,#fashion,368597,324794,5932
2022-08-10,#fitness,479125,7266382,178415
2022-08-10,#gaming,471991,4828592,21120
2022-08-10,#music,113205,4997766,99750
2022-08-11,#challenge,269736,50612,42711
2022-08-11,#comedy,421606,4228221,4145
2022-08-11,#gaming,433928,296788,54838
2022-08-12,#comedy,202252,585134,21758
2022-08-12,#fashion,166513,1290722,58572
2022-08-12,#gaming,178295,6085287,172139
2022-08-12,#music,370066,2816495,79854
2022-08-12,#tech,514315,4325434,78373
2022-08-12,#viral,95092,1125942,77009
2022-08-13,#challenge,393119,4126753,20044
2022-08-13,#comedy,478722,1111912,68409
2022-08-13,#dance,2092,2324138,83576
2022-08-13,#education,73183,1406438,6162
2022-08-13,#fitness,286422,3471793,67665
2022-08-13,#music,4248,2226088,66185
2022-08-13,#tech,34145,3070332,25996
2022-08-14,#comedy,787360,6843969,107481
2022-08-14,#dance,348080,1412186,24255
2022-08-14,#fashion,1036392,5361990,208296
2022-08-14,#tech,492439,691868,22816
2022-08-14,#viral,480755,3651191,97980
2022-08-15,#challenge,398181,3646904,9171
2022-08-15,#education,71183,3177760,55349
2022-08-15,#fashion,772883,6043870,118799
2022-08-15,#fitness,424733,57621,91384
2022-08-15,#gaming,361844,2428330,85813
2022-08-15,#music,92749,1296974,71374
2022-08-15,#viral,29305,4746014,89872
2022-08-16,#fitness,433892,4561998,13968
2022-08-16,#gaming,135814,8828216,158368
2022-08-16,#music,141048,4217823,38461
2022-08-16,#tech,310007,3808359,69591
2022-08-16,#viral,416290,4774320,52552
2022-08-17,#challenge,216913,2877495,25906
2022-08-17,#comedy,1314417,6151318,113390
2022-08-17,#education,489558,222005,26045
2022-08-17,#gaming,417824,1187542,3004
2022-08-17,#tech,683112,10375182,221095
2022-08-17,#viral,176986,144637,25746
2022-08-18,#tech,512637,2906025,126402
2022-08-18,#viral,135652,4087185,4625
2022-08-19,#challenge,355237,588305,85558
2022-08-19,#comedy,418379,2051301,78834
2022-08-19,#dance,257532,693717,54285
2022-08-19,#education,544718,5870883,149935
2022-08-19,#fashion,105704,2189190,95438
2022-08-19,#fitness,685762,5626172,112775
2022-08-19,#music,70587,4855797,33841
2022-08-19,#tech,599076,6132117,63302
2022-08-20,#education,347874,5615592,28247
2022-08-20,#gaming,102671,633729,36502
2022-08-20,#tech,346397,4837671,58957
2022-08-20,#viral,10397,90504,53914
2022-08-21,#challenge,214233,1520250,80
2022-08-21,#comedy,468269,2880982,156936
2022-08-21,#dance,909792,5705236,54704
2022-08-21,#education,364420,2851176,46475
2022-08-21,#fashion,308856,5776478,173941
2022-08-21,#fitness,421936,2872146,20418
2022-08-21,#gaming,173834,4775115,81079
2022-08-21,#viral,626702,8825331,98292
2022-08-22,#challenge,1005869,7983190,163068
2022-08-22,#fashion,176811,1566752,47917
2022-08-22,#music,140608,3893120,79169
2022-08-23,#dance,449386,2975095,33351
2022-08-23,#gaming,186967,829927,80175
2022-08-23,#viral,239797,1190006,12358
2022-08-24,#challenge,311076,257565,77488
2022-08-24,#comedy,202154,930160,89158
2022-08-24,#education,206594,4539531,29902
2022-08-24,#tech,151211,3684146,4453
2022-08-25,#comedy,127849,2283129,30815
2022-08-25,#education,278234,4709663,36961
2022-08-25,#fashion,374569,237107,56320
2022-08-25,#gaming,553462,8064858,125874
2022-08-25,#tech,385510,3335157,109016
2022-08-25,#viral,173661,2854666,87934
2022-08-26,#challenge,677114,8508091,127858
2022-08-26,#education,334394,4806719,46223
2022-08-26,#gaming,362958,2696076,35443
2022-08-26,#tech,129716,1600077,2790
2022-08-26,#viral,427434,1021175,92929
2022-08-27,#education,49155,4571329,98931
2022-08-27,#fashion,49571,3008256,4667
2022-08-27,#music,312958,1434040,43698
2022-08-28,#dance,1397659,5399800,131253
2022-08-28,#gaming,441789,4443554,104961
2022-08-28,#music,379276,3097544,56939
2022-08-29,#challenge,77768,3345099,80093
2022-08-29,#dance,422972,7547830,122102
2022-08-29,#education,923044,2649936,128625
2022-08-29,#fitness,139099,318153,36928
2022-08-29,#gaming,772632,5369694,93857
2022-08-29,#viral,323246,4335697,92331
2022-08-30,#education,494084,505632,104535
2022-08-30,#gaming,437322,690673,28171
2022-08-30,#tech,18443,468064,17310
2022-08-31,#dance,200432,1573021,97595
2022-08-31,#fashion,304493,3802564,39002
2022-08-31,#gaming,399428,1415487,8466
2022-09-01,#challenge,114404,2889449,51912
2022-09-01,#comedy,315273,3749586,93109
2022-09-01,#dance,422698,1869418,91378
2022-09-01,#education,583884,3859527,113524
2022-09-01,#fitness,1607426,12033503,214091
2022-09-01,#gaming,265660,1477708,97515
2022-09-01,#music,209773,5836428,182409
2022-09-02,#challenge,247208,416547,58688
2022-09-02,#comedy,123321,566432,33394
2022-09-02,#dance,77485,4379134,88805
2022-09-02,#fashion,125535,811324,79606
2022-09-02,#fitness,395557,3269647,90552
2022-09-02,#tech,457417,1495014,92142
2022-09-03,#education,486266,8554837,145698
2022-09-03,#fashion,42669,3219104,37168
2022-09-03,#fitness,437895,4172550,11878
2022-09-03,#gaming,5928,2248921,68590
2022-09-03,#tech,260620,2444681,26643
2022-09-03,#viral,348685,2173237,72757
2022-09-04,#comedy,265975,3945023,87534
2022-09-04,#education,459212,3754742,80268
2022-09-04,#fashion,347122,6726848,180243
2022-09-04,#gaming,45442,4482940,17114
2022-09-05,#challenge,256226,4082324,63193
2022-09-05,#comedy,279129,95396,37417
2022-09-05,#dance,449894,4646660,57521
2022-09-05,#education,361279,3164207,85852
2022-09-06,#challenge,2009,1549672,48438
2022-09-06,#comedy,1401,1263815,29795
2022-09-06,#education,379782,11338,86100
2022-09-06,#fashion,439375,5324509,28389
2022-09-06,#tech,227209,3284443,72888
2022-09-06,#viral,152334,3106476,49965
2022-09-07,#challenge,398524,8710685,269155
2022-09-07,#dance,339895,3823016,79041
2022-09-07,#education,402180,4153614,65817
2022-09-07,#fashion,324119,1314532,29318
2022-09-07,#gaming,300187,1929226,53229
2022-09-07,#music,418876,363718,29054
2022-09-07,#tech,492868,301575,95534
2022-09-07,#viral,387162,4579942,128699
2022-09-08,#challenge,93268,2038756,63855
2022-09-08,#comedy,306959,9100480,61286
2022-09-08,#dance,197287,4910814,53218
2022-09-08,#fashion,486312,1519302,88398
2022-09-08,#music,276382,4317598,58474
2022-09-08,#viral,365369,2674421,78273
2022-09-09,#challenge,378173,1507283,24558
2022-09-09,#comedy,224537,2377821,155791
2022-09-09,#dance,369192,1428353,36890
2022-09-09,#education,190476,3557778,98406
2022-09-09,#fashion,167583,1876032,51085
2022-09-09,#fitness,150574,813436,60145
2022-09-09,#gaming,575300,8120816,169149
2022-09-09,#music,321381,775493,115560
2022-09-09,#viral,10721,1470152,9486
2022-09-10,#challenge,494324,1823238,85923
2022-09-10,#comedy,49656,3961278,93072
2022-09-10,#education,91564,2000324,66074
2022-09-10,#fashion,162716,7181178,140926
2022-09-10,#fitness,92831,287898,33257
2022-09-10,#gaming,204286,4296893,5334
2022-09-10,#music,21362,4646060,31562
2022-09-11,#challenge,218589,2025937,97104
2022-09-11,#fitness,771092,4861329,130771
2022-09-11,#music,380472,834815,73770
2022-09-11,#viral,419802,670827,52712
2022-09-12,#challenge,311147,2656794,27434
2022-09-12,#comedy,237632,1684045,16203
2022-09-12,#dance,339452,21300,57791
2022-09-12,#education,467395,492746,66735
2022-09-12,#fashion,170580,4209426,41265
2022-09-12,#music,362512,4892331,17927
2022-09-12,#tech,190936,1164487,74111
2022-09-13,#challenge,118006,2732791,19060
2022-09-13,#comedy,392027,3682147,189331
2022-09-13,#education,1216939,6020028,123672
2022-09-13,#fitness,1025400,4452621,201320
2022-09-13,#gaming,275571,3200398,97019
2022-09-13,#music,121462,3646810,29214
2022-09-13,#tech,238367,4047723,5924
2022-09-14,#comedy,231529,3613144,75728
2022-09-14,#fashion,679977,6508469,130204
2022-09-15,#challenge,28666,2903079,10000
2022-09-15,#comedy,238746,838530,87605
2022-09-15,#education,108250,4660917,64438
2022-09-15,#fashion,223486,2448575,29403
2022-09-15,#gaming,36025,4518205,67055
2022-09-15,#music,192344,4420121,32142
2022-09-15,#viral,139325,4938299,25425
2022-09-16,#challenge,252706,7289162,123082
2022-09-16,#dance,183713,2836012,10028
2022-09-16,#fashion,6578,1583843,52
2022-09-16,#gaming,137638,4730234,45719
2022-09-17,#challenge,128744,6462120,136132
2022-09-17,#fitness,524042,2361145,20539
2022-09-17,#tech,24472,2051091,54704
2022-09-17,#viral,268506,336179,44773
2022-09-18,#tech,306268,3073848,94923
2022-09-18,#viral,239519,7150742,9783
2022-09-19,#challenge,123510,1080797,46368
2022-09-19,#comedy,21780,1161779,4078
2022-09-19,#dance,386762,1175324,41178
2022-09-20,#challenge,908577,2123941,175692
2022-09-20,#fashion,65933,788460,20908
2022-09-20,#fitness,361088,1955706,80015
2022-09-20,#gaming,412546,4110932,95991
2022-09-20,#music,204875,1749951,35997
2022-09-20,#tech,162946,4402616,44597
2022-09-20,#viral,386659,1658784,53867
2022-09-21,#comedy,261145,2329784,22025
2022-09-21,#dance,92946,4938141,14800
2022-09-21,#education,49231,646803,73332
